,belongs_to_collection,genres,original_language,popularity,production_companies,runtime,spoken_languages,title,vote_average
43296,Resident Evil: Biohazard,"['Action', 'Adventure', 'Animation', 'Horror', 'Mystery', 'Science Fiction']",ja,13.875911,"['Capcom', 'Stage 6 Films', 'Kadokawa', 'Capcom Company', 'Marza animation planet']",97.0,"['English', '日本語']",Resident Evil: Vendetta,6.6
43301,Undisputed Collection,"['Thriller', 'Action', 'Crime']",en,67.955052,['Nu Boyana Viburno'],87.0,['English'],Boyka: Undisputed IV,5.8
43307,The Marine Collection,['Action'],en,9.930139,['WWE Studios'],0.0,['English'],The Marine 5: Battleground,5.9
43315,Lupin the Third Collection,"['Action', 'Animation', 'Comedy', 'TV Movie']",ja,0.630398,['Tokyo Movie Shinsha (TMS)'],97.0,['日本語'],Lupin the Third: Bye Bye Liberty Crisis,5.6
43331,Guinea Pig Collection,['Horror'],ja,1.177852,['Sai Enterprise'],43.0,['日本語'],Guinea Pig: Devil's Experiment,4.3
43340,I soliti idioti Collection,['Comedy'],it,2.137039,"['Medusa Film', 'MTV Italia', 'Taodue Film', 'GPeeS']",98.0,['Italiano'],I 2 soliti idioti,4.1
43352,Bloodfight,['Action'],en,0.255977,['Kurata Film Company'],100.0,['Français'],Bloodfight,9.0
43378,George Carlin Comedy Collection,"['TV Movie', 'Comedy', 'Documentary']",en,0.040509,['Home Box Office (HBO)'],82.0,['English'],George Carlin: On Location at Phoenix,6.8
43379,George Carlin Comedy Collection,"['Comedy', 'Documentary', 'TV Movie']",en,0.933868,"['Cable Stuff Productions', 'Home Box Office (HBO)']",59.0,['English'],George Carlin: Carlin at Carnegie,7.1
43380,George Carlin Comedy Collection,"['TV Movie', 'Comedy', 'Documentary']",en,0.855637,['Home Box Office (HBO)'],85.0,['English'],George Carlin - On Location at USC,6.9
43382,George Carlin Comedy Collection,"['Comedy', 'Documentary', 'TV Movie']",en,0.448493,"['Cable Stuff Productions', 'Carlin Productions']",59.0,['English'],Carlin on Campus,7.2
43385,George Carlin Comedy Collection,"['Comedy', 'Documentary', 'TV Movie']",en,0.001021,"['Cable Stuff Productions', 'Home Box Office (HBO)']",59.0,['English'],George Carlin: What Am I Doing in New Jersey?,7.2
43390,Mythica Collection,"['Adventure', 'Fantasy', 'Action']",en,3.856398,"['Mainstay Productions', 'Arrowstorm Entertainment']",118.0,['English'],Mythica: The Godslayer,5.3
43395,The Complete Monterey Pop Festival,"['Documentary', 'Music']",en,0.052331,"['HBO/Cinemax Documentary', 'Pennebaker Films']",19.0,['English'],Shake! Otis at Monterey,6.9
43405,The Trip Collection,"['Drama', 'Comedy']",en,1.223145,['Revolution Films'],115.0,"['English', 'Español']",The Trip to Spain,7.0
43406,Phobia Collection,"['Thriller', 'Horror']",th,1.463995,['GMM Tai Hub (GTH)'],125.0,['ภาษาไทย'],Phobia 2,6.2
43507,Creature From The Black Lagoon (Universal Series),"['Horror', 'Science Fiction']",en,1.74278,['Universal International Pictures (UI)'],82.0,['English'],Revenge of the Creature,5.7
43513,Six Degrees of Celebration Collection,['Comedy'],ru,0.789132,['Bazelevs Production'],88.0,['Pусский'],Six Degrees of Celebration 5,3.8
43546,Самый лучший фильм - Коллекция,['Comedy'],ru,0.877477,['TNT'],102.0,['Pусский'],The Best Movie 3-DE,3.0
43551,Classmates Collection,"['Romance', 'Comedy']",ru,0.37441,['Kinofirma'],80.0,['Pусский'],Classmates,4.1
43564,Hidden Collection,"['Crime', 'Horror', 'Science Fiction']",en,0.068859,['New Line Cinema'],91.0,['English'],The Hidden II,2.6
43575,Bahubali Collection,"['Action', 'Adventure', 'History', 'War']",te,9.042261,['Arka Media Works'],161.0,"['தமிழ்', 'తెలుగు']",Baahubali 2: The Conclusion,6.7
43577,Minions: 3 Mini-Movie Collection,"['Family', 'Animation']",en,3.232132,['Illumination Entertainment'],4.0,['English'],Binky Nelson Unpacified,5.7
43628,Ирония судьбы (Коллекция),"['Comedy', 'Drama', 'Romance']",ru,1.792402,['Фокс'],125.0,['Pусский'],The Irony of Fate. The Sequel,4.7
43638,Munna Bhai Collection,['Comedy'],hi,2.794501,['Vidhu Vinod Chopra Productions'],135.0,['हिन्दी'],Munna Bhai M.B.B.S.,7.3
43641,The Amityville Horror Collection,"['Thriller', 'Horror']",en,20.712818,"['Miramax Films', 'Blumhouse Productions', 'Dimension Films']",85.0,['English'],Amityville: The Awakening,5.8
43668,Outpost Collection,"['Action', 'Horror', 'Science Fiction']",en,1.832243,['Black Camel Pictures'],87.0,['English'],Outpost: Rise of the Spetsnaz,4.9
43670,Sex and Zen Collection,['Drama'],cn,6.030363,"['One Dollar Production Limited', 'Local Production']",118.0,['广州话 / 廣州話'],3-D Sex and Zen: Extreme Ecstasy,3.9
43707,100 Girls Collection,"['Comedy', 'Romance']",en,1.020766,['Dream Entertainment'],98.0,['English'],100 Women,4.7
43725,Monster High Collection,"['Animation', 'Family']",en,3.393803,['Mattel Playground Productions'],72.0,['English'],"Monster High: Boo York, Boo York",7.3
43726,Monster High Collection,"['Family', 'Fantasy', 'Music', 'Animation']",en,3.527047,['Mattel'],73.0,['English'],Monster High: 13 Wishes,6.4
43727,Monster High Collection,"['Animation', 'Family']",en,6.864748,['Appa Productions'],73.0,['English'],Monster High: Welcome to Monster High,5.9
43728,Monster High Collection,"['Animation', 'Family', 'Fantasy']",en,2.468501,['Mattel Playground Productions'],75.0,['English'],Monster High: Haunted,7.0
43729,Monster High Collection,"['Family', 'Animation', 'Fantasy']",en,2.874652,['Mattel Playground Productions'],0.0,['English'],Monster High: Fright On!,5.8
43730,Monster High Collection,['Animation'],en,2.742513,['Mattel Playground Productions'],0.0,['English'],Monster High: Freaky Fusion,6.7
43731,Monster High Collection,"['Animation', 'Family']",en,2.328593,['Mattel Playground Productions'],46.0,['English'],Monster High: Friday Night Frights,6.0
43732,Monster High Collection,"['Family', 'Animation', 'Fantasy']",en,1.514793,['Mattel Playground Productions'],72.0,['English'],"Monster High: Frights, Camera, Action!",6.4
43734,Monster High Collection,"['Fantasy', 'Animation']",en,2.363315,['Mattel Playground Productions'],45.0,['English'],Monster High: Why Do Ghouls Fall in Love?,5.9
43735,Monster High Collection,"['Animation', 'Family']",en,5.298815,['Mattel Entertainment'],70.0,['English'],Monster High: Ghouls Rule,6.6
43759,Mommies Collection,"['Comedy', 'Drama']",ru,0.653452,['Enjoy Movies'],102.0,"['English', 'Pусский']",Mommies,5.1
43822,Love in the City Collection,['Comedy'],ru,0.780695,['Central Partnership'],79.0,['Pусский'],Love and the City 3,4.4
43828,Облако-рай (Коллекция),"['Comedy', 'Drama']",ru,0.218747,['Stella Studio'],93.0,['Pусский'],Kolya - Rolling Stone,6.2
43852,Ski School Collection,['Comedy'],en,1.829375,"['Active Entertainment', 'Two Ski Productions']",92.0,['English'],Ski School 2,4.7
43866,Not Quite Human Collection,"['Comedy', 'Family', 'Science Fiction']",en,0.880956,"['Walt Disney Television', 'Sharmhill Productions']",97.0,['English'],Not Quite Human,5.3
43887,George of the Jungle Collection,"['Adventure', 'Comedy', 'Family']",en,11.885797,['Walt Disney Pictures'],87.0,['English'],George of the Jungle 2,3.9
43909,The Dukes Of Hazzard Collection,"['Action', 'Adventure', 'Comedy']",en,3.479526,['Warner Premiere'],95.0,['English'],The Dukes of Hazzard: The Beginning,4.8
43935,The Aum Shinrikyo Collection,"['Documentary', 'Foreign']",en,0.001715,"[""'A' Production Committee""]",136.0,['日本語'],A,0.0
43944,Shadow Boxing Collection,['Action'],ru,0.471086,['Central Partnership'],135.0,['Pусский'],Boj S Tenyu 2: Revansh,5.6
43951,The Adventures of Erast Fandorin,"['Action', 'Crime', 'Drama', 'Mystery']",ru,0.521143,['Studio Trite'],134.0,['Pусский'],The State Counsellor,5.6
43952,Dark World Collection,"['Adventure', 'Fantasy']",ru,2.073139,['Central Partnership'],95.0,['Pусский'],Dark World: Equilibrium,4.1
43981,Casper Collection,"['Comedy', 'Family']",en,11.869785,['The Harvey Entertainment Company'],90.0,['English'],Casper: A Spirited Beginning,5.0
43994,We Are From The Future Collection,"['War', 'Fantasy', 'Action', 'Drama']",en,1.218959,['A-1 Kino Video'],101.0,['Pусский'],We Are from the Future 2,5.2
43996,Lovey-Dovey Collection,"['Comedy', 'Fantasy']",ru,1.16103,"['Real Dakota', 'Interfest']",100.0,['Pусский'],Lovey-Dovey 2,3.9
43997,Love in the City Collection,"['Comedy', 'Romance']",ru,0.318437,"['Леополис', 'Квартал-95']",93.0,['Pусский'],Love and the City 2,5.9
44000,God of Gamblers Collection,"['Action', 'Comedy', 'Drama']",cn,2.608728,"[""Win's Movie Productions Ltd.""]",126.0,"['English', '广州话 / 廣州話']",God of Gamblers,6.6
44006,Psy Collection,['Action'],pl,0.526779,['Studio Filmowe Zebra'],104.0,['Polski'],Pigs,8.4
44009,Despicable Me Collection,"['Action', 'Animation', 'Adventure', 'Family', 'Comedy']",en,36.631519,['Illumination Entertainment'],96.0,['English'],Despicable Me 3,6.2
44027,Karlson Collection,"['Adventure', 'Animation', 'Family']",en,0.804307,['Soyuzmultfilm'],20.0,['Pусский'],Karlson Returns,6.9
44043,Никто не знает про секс - Коллекция,['Comedy'],ru,0.152426,['Central Partnership'],95.0,['Pусский'],Nobody Knows Sex,4.0
44050,Little Forest Collection,['Drama'],ja,1.252833,['Shochiku'],111.0,['日本語'],Little Forest: Summer/Autumn,8.3
44058,Bleach (Collection),"['Action', 'Animation', 'Adventure', 'Drama']",ja,2.662515,['Studio Pierrot'],95.0,['日本語'],Bleach: The DiamondDust Rebellion,6.5
44087,Osobennosti Natsionalnoy ... - Collection,['Comedy'],ru,0.204356,['Stella Studio'],76.0,['Pусский'],Peculiarities of the National Ice Fishing,5.7
44100,Bummer Collection,"['Action', 'Crime']",ru,1.914548,"['CTB Film Company', 'Pygmalion Production']",115.0,['Pусский'],Bummer 2,5.9
44117,Параграф 78 - Дилогия,"['Thriller', 'Action', 'Science Fiction']",ru,0.934723,"['MB Productions', 'Stimul M Production']",88.0,['Pусский'],Paragraph 78: Film One,6.3
44136,Adventures of Mowgli,"['Adventure', 'Animation', 'Family']",ru,0.696279,['Soyuzmultfilm'],0.0,['Pусский'],Adventures of Mowgli: The Kidnapping,7.3
44214,The Amazing Colossal Man Duology,['Science Fiction'],en,0.870274,['Malibu Productions'],80.0,['English'],The Amazing Colossal Man,4.1
44274,Planet of the Apes (Reboot) Collection,"['Drama', 'Science Fiction', 'War']",en,146.161786,['Chernin Entertainment'],140.0,['English'],War for the Planet of the Apes,6.7
44345,Legend of the Galactic Heroes Collection,"['Animation', 'Science Fiction']",ja,0.398224,['Tokuma Shoten'],90.0,['日本語'],Legend of the Galactic Heroes: Overture to a New War,7.2
44369,Sharpe Collection,"['Action', 'Adventure', 'History', 'War']",en,1.591882,"['Central', 'Picture Palace', 'Celtic Films Entertainment']",102.0,"['English', 'Français', 'Magyar', 'Português', 'Español', '']",Sharpe's Rifles,5.6
44431,Nemesis Collection,"['Science Fiction', 'Thriller']",en,11.48313,"['Scanbox', 'Imperial Entertainment', 'Shah/Jensen']",94.0,['English'],Nemesis,5.3
44436,Сказки Чуковского,"['Animation', 'Comedy', 'Adventure']",ru,0.731334,"['Киевнаучфильм', 'Kievnauchfilm']",66.0,['Pусский'],Doctor Aybolit,3.0
44454,Fantozzi Collection,['Comedy'],it,4.232902,['Rizzoli Film'],110.0,['Italiano'],The Second Tragic Fantozzi,7.5
44471,Schoolgirl Report Collection,['Drama'],de,1.700458,['Rapid Film'],90.0,['Deutsch'],Schoolgirl Report Part 1: What Parents Don't Think Is Possible,4.6
44480,The Chronicles of Riddick Collection,"['Action', 'Animation', 'Science Fiction', 'Thriller']",en,1.628881,"['Universal Pictures', 'Universal Home Video']",34.0,['English'],The Chronicles of Riddick: Dark Fury,5.9
44483,Appleseed Collection,"['Animation', 'Action', 'Thriller', 'Science Fiction']",ja,5.889896,"['Digital Frontier', 'TYO Productions', 'Toei Animation', 'Micott & Basara K.K.', 'Ex Machina Film Partners', 'Sega of Japan', 'TakaraTomy']",105.0,['日本語'],Appleseed: Ex Machina,6.6
44489,The Cutlass Collection,"['Adventure', 'Family']",en,0.082778,"['Belarusfilm', 'Soyuztelefilm']",210.0,['Pусский'],The Cutlass,5.5
44523,ДухLess (Коллекция),['Drama'],ru,1.369751,"['Art Pictures Studio', 'Kinoslovo']",0.0,['Pусский'],Soulless 2,4.4
44564,Aniskin Collection,"['Comedy', 'Mystery']",ru,0.349144,"['Gorky Film Studio', 'Gosteleradio']",129.0,['Pусский'],Aniskin and Fantomas,6.0
44566,Зимняя Вишня (трилогия),"['Comedy', 'Romance', 'Drama']",ru,0.099798,['Lenfilm'],91.0,['Pусский'],Winter Cherries,4.0
44594,The Sinbad Collection,['Adventure'],en,1.846912,['RKO Radio Pictures'],116.0,['Italiano'],Sinbad il marinaio,5.4
44621,Legend of the Galactic Heroes Collection,['Animation'],ja,1.298538,['Kitty Films'],59.0,['日本語'],Legend of the Galactic Heroes: Golden Wings,8.0
44674,Goon Collection,['Comedy'],en,6.365691,['Caramel Film'],101.0,['English'],Goon: Last of the Enforcers,6.0
44769,Totò Collection,['Comedy'],en,0.591066,"['Filmsonor', 'Les Films Ariane', 'Vides France']",97.0,"['Français', 'Italiano']",The Law Is the Law,7.2
44789,Ivan Brovkin Collection,"['Adventure', 'Comedy']",en,1.201447,['Gorky Film Studios'],93.0,['Pусский'],Soldier Ivan Brovkin,6.5
44820,Frosty the Snowman Collection,['Animation'],en,0.731525,['Rankin/Bass Productions'],25.0,['English'],Frosty's Winter Wonderland,7.4
44821,Pokémon Collection,"['Adventure', 'Fantasy', 'Animation', 'Action', 'Family']",ja,6.480376,"['TV Tokyo', '4 Kids Entertainment', 'Nintendo', 'Pikachu Project', 'Oriental Light and Magic (OLM)', ""Kids' WB"", 'Pikachu Project 2001', 'Shoakuken']",93.0,['English'],Pokémon: Spell of the Unknown,6.0
44823,Air Bud Collection,"['Comedy', 'Family']",en,1.757851,['Walt Disney Studios HE'],87.0,['Français'],Air Bud: Spikes Back,4.7
44825,Tarzan (Animation) Collection,"['Animation', 'Family']",en,6.237055,"['DisneyToon Studios', 'Disney Television Animation']",75.0,['English'],Tarzan & Jane,5.4
44827,Pokémon Collection,"['Adventure', 'Animation', 'Family', 'Fantasy']",ja,6.421866,"['Universal Pictures', 'Metro-Goldwyn-Mayer (MGM)']",98.0,"['English', 'Deutsch', '日本語']",Pokémon: Destiny Deoxys,6.0
44842,Transformers Collection,"['Action', 'Science Fiction', 'Thriller', 'Adventure']",en,39.186819,"['Paramount Pictures', 'Di Bonaventura Pictures', 'Angry Films', 'Hasbro Studios']",149.0,['English'],Transformers: The Last Knight,6.2
44847,Что Творят мужчины! (Коллекция),['Comedy'],ru,1.48559,['Enjoy Movies'],90.0,['Pусский'],What Men Do! 2,2.2
44848,Mommies Collection,"['Comedy', 'Drama']",ru,1.456046,['Enjoy Movies'],90.0,['Pусский'],"Mommies, Happy New Year!",5.3
44849,Six Degrees of Celebration Collection,['Comedy'],ru,1.361724,['Bazelevs Production'],0.0,['Pусский'],Six Degrees of Celebration 1914,3.8
44851,Что Творят мужчины! (Коллекция),['Comedy'],ru,1.113619,['Enjoy Movies'],87.0,['Pусский'],What Men Do!,4.1
44853,Six Degrees of Celebration Collection,['Comedy'],ru,1.062573,['Bazelevs Production'],97.0,['Pусский'],Six Degrees of Celebration 3,6.3
44872,Kocan Kadar Konuş Serisi,"['Romance', 'Comedy']",tr,0.656589,['BKM Film'],108.0,['Türkçe'],Husband Factor,6.4
44905,Don Camillo Collection,['Comedy'],it,1.757168,"['Francoriz Production', 'Omnia-Film', 'Rizzoli Film']",95.0,"['Français', 'Italiano', 'Pусский']",Don Camillo in Moscow,7.2
44924,Gor Collection,"['Action', 'Adventure', 'Science Fiction', 'Fantasy']",en,1.237557,['Cannon International'],94.0,"['English', 'Magyar']",Gor,2.9
44930,Ghost in the Shell: Arise,"['Action', 'Animation', 'Science Fiction']",ja,2.056319,"['Bandai Visual Company', 'Production I.G', 'Toho', 'Dentsu', 'Kodansha']",46.0,['日本語'],Ghost in the Shell Arise - Border 5: Pyrophoric Cult,7.6
44957,Totò Collection,['Comedy'],it,0.55459,"['Rizzoli Film', 'M.B. Film']",90.0,['Italiano'],"Totò, Peppino and... the Sweet Life",6.2
44958,Totò Collection,['Comedy'],it,0.787063,"['Ponti-De Laurentiis Cinematografica', 'Lux Film', 'Rosa Film']",90.0,['Italiano'],Neapolitan Turk,6.7
44980,Batman Beyond Collection,"['Animation', 'Action', 'Family']",en,2.363167,"['DC Comics', 'Warner Bros. Family Entertainment']",132.0,['English'],Batman Beyond: The Movie,7.2
44995,The Bible Collection,"['History', 'Drama']",en,2.524781,"['Five Mile River Films', 'Beta Film', 'CBS Television', 'Lux Vide', 'Česká televize']",240.0,"['English', 'Italiano', 'Português']",Jesus,5.4
45010,Hailey Dean Mystery Collection,"['TV Movie', 'Mystery']",en,0.223859,['The Hallmark Channel'],90.0,['English'],"Hailey Dean Mystery: Murder, With Love",6.0
45029,Bon Cop Bad Cop Collection,"['Crime', 'Comedy', 'Action']",fr,7.580299,"['Item 7', 'Jessie Films']",0.0,"['English', 'Français']",Bon Cop Bad Cop 2,6.8
45071,Sniper Collection,"['Drama', 'Action', 'Thriller']",en,7.046943,"['Destination Films', 'Sandstorm Films']",97.0,['English'],Sniper 3,5.2
45095,The Bremen Town Musicians (Collection),"['Animation', 'Adventure', 'Family']",ru,0.425523,['Soyuzmultfilm'],18.0,['Pусский'],On the Trail of the Bremen Town Musicians,5.2
45136,Despicable Me Collection,"['Animation', 'Comedy', 'Family']",en,5.958505,"['Universal Pictures', 'Illumination Entertainment']",4.0,"['English', 'Español']",Banana,7.2
45177,Brice Collection,['Comedy'],fr,7.276407,"['Gaumont', 'M6 Films', 'Mandarin Cinéma', 'JD Prod']",95.0,['Français'],Brice 3,4.3
45184,S.W.A.T. Collection,"['Action', 'Crime', 'Thriller']",en,20.38691,['Original Film'],89.0,['English'],S.W.A.T.: Under Siege,5.2
45232,Ducobu Collection,['Comedy'],fr,3.582418,['Union Générale Cinématographique (UGC)'],0.0,['Français'],Ducoboo,4.9
45241,Schoolgirl Report Collection,"['Comedy', 'Drama']",de,2.198993,['Rapid Film'],88.0,['Deutsch'],Schoolgirl Report Part 4: What Drives Parents to Despair,4.9
45242,Schoolgirl Report Collection,['Drama'],de,1.923782,['Rapid Film'],91.0,['Deutsch'],Schoolgirl Report Part 2: What Keeps Parents Awake at Night,6.8
45243,Schoolgirl Report Collection,"['Comedy', 'Drama']",de,2.110381,['Rapid Film'],97.0,['Deutsch'],Schoolgirl Report Part 3: What Parents Find Unthinkable,4.4
45258,Descendants Collection,"['TV Movie', 'Family', 'Action', 'Comedy', 'Music', 'Adventure']",en,15.842073,['Walt Disney Television'],111.0,['Dansk'],Descendants 2,7.5
45315,Mister Blot Collection,"['Fantasy', 'Family']",pl,0.648241,"['Slovenská filmová tvorba Koliba (SFT)', 'Wytwórnia Filmów Fabularnych (WFF) Wroclaw']",148.0,['Polski'],Mr. Blot in Space,0.0
